respid,sample,comp,int_date,lang,state,density,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3f_1_other,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,web1j,web1k,sns2a,sns2b,sns2c,sns2d,sns2e,paya,payb,payc,prob,coviddisa,coviddisb,coviddisc,coviddisd,coviddise,device1b,device1c,device1d,books1,books2a,books2b,books2c,gender,age,marital,par,educ2,emplnw,disa,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,income,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
116257,2,1,1/27/2021,1,6,1,U,2,2,1,1,3,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2, ,4,1, ,1,2,2, ,3,1,1,1,1,2,1,1,1,5,1,2,1,2,58,1,2,7,1,2,2,1, , , ,1, ,6,2, ,3,3, , ,2,0.6059635,0.6086443
116294,2,1,1/27/2021,1,48,5,S,2,1,2,1,4,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,5, ,1, ,3,1,1, ,2,1,1,1,1,1,2,1,2,98,1,1,1,1,30,1,1,6,4,2,2,2, , , ,2, ,5,3,2,5,3, , ,2,0.8766032,0.686777
116337,2,1,1/26/2021,1,47,1,R,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1, ,2, ,1,1,1, ,3,1,2,2,1,2,2,1,1,10,1,2,2,1,34,3,1,8,2,2,2,1, , , ,1, ,2,3,8,2,2, , ,2,0.5876803,0.4770352
116415,2,1,2/1/2021,1,4,3,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,2, , ,1, ,1,1,1, ,2,1,1,1,1,1,2,1,2,2,1,2,1,1,40,1,1,8,1,2,2,3, , , ,3, ,7,3,1,2,2, , ,2,1.0148426,0.9246758
116615,2,1,2/5/2021,1,6,4,S,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,1,1,2,1,2,1,2,2, , , ,2,2,2,2,2,3,2,3,2,1,1,1,1,1,2,1,1,2,1,36,1,2,4,1,2,2,1, , , ,1, ,7,4,9,2,2, , ,2,1.0504315,0.8633623
116839,2,1,1/28/2021,1,26,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,5,5,1, ,2,2,2, ,3,1,1,1,1,1,1,1,2,5,1,2,1,1,63,1,2,8,1,2,1,1,7, , ,4,3,10,2, ,2,2, , ,2,0.5889016,0.5649716
116890,2,1,2/4/2021,1,17,1,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,3,1,1,1,1,2,2,2,2,2,2,1,1,0, , , ,1,42,1,1,4,6,2,2,1, , , ,1, ,3,1, ,4,2, , ,1,1.1100237,0.9508097
116914,2,1,1/27/2021,1,19,3, ,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,4,2,2,2,3,3,3,8,3,3,1,1,2,10,1,1,2,1,65,3,2,4,1,2,2,1, , , ,1, ,10,9,9,1, , , ,2,0.6820138,0.719257
116956,2,1,1/29/2021,1,41,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,3,4,1, ,2,2,2, ,4,2,1,2,1,1,1,1,2,4,1,2,2,1,68,1,2,7,3,2,2,1, , , ,1, ,10,3,2,2,2, , ,1,0.3110796,0.3946651
117225,2,1,1/28/2021,1,9,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,3,1,3,1,1,2,2, ,2,1,1,1,2,2,2,1,1,0, , , ,1,18,6,2,3,4,2,2,1, , , ,1, ,6,3,1,3,2, , ,2,1.1383556,1.0190593
117299,2,1,1/28/2021,1,49,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1, ,3,1, ,3,2,2, ,3,2,1,1,1,1,2,1,1,7,1,1,1,1,42,1,2,6,1,2,2,1, , , ,1, ,10,2, ,2,2, , ,2,0.8392736,0.7033231
117310,2,1,2/4/2021,1,6,4,U,2,1,1,1,5,2,2, , , ,2,2,1,2, ,2,8,2, , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2,4,3,3,3,2,3,2,2,2,0, , , ,1,63,3,2,3,1,2,1,7, , , ,5,3,6,4,9,4,4, , ,1,2.3201672,1.823351
117342,2,1,2/5/2021,1,40,4,U,2,1,1,1,4,1,1,8, , ,1,2,1,1,1,2,1,2, ,1,1, , , , ,2,2,1,2,1,1,2,1,1,2,2, , ,3, ,3,1, ,1,3,1,2,2,2,2,1,1,2,0, , , ,1,62,6,2,2,2,1,2,2, , , ,2, ,3,3,2,3,3, , ,1,1.1851676,0.9426799
117428,2,1,2/1/2021,1,55,3,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,1,2,2,1, , ,4, ,3,2,2,2,3,2,2,1,1,2,1,1,2,98,1,2,1,2,61,1,2,8,3,2,2,1, , , ,1, ,9,1, ,2,9, , ,1,0.7160373,0.6718027
117486,2,1,1/28/2021,1,6,4,U,2,1,1,1,1,1,1,5, , ,1,2,2,2,1,2,1,2, ,3,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2, ,5,1, ,1,2, , ,1,1,1,1,1,1,2,1,2,20,2,2,1,1,61,1,2,5,4,2,2,1, , , ,1, ,3,3,9,1, , , ,2,0.7352857,0.7459034
117521,2,1,2/6/2021,1,24,4,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,1,1,1,1,2,2, ,3,1, ,3,2,2,2,2,1,1,1,1,1,1,1,1,3,1,2,1,2,59,1,2,7,1,1,2,2, , , ,2, ,9,2, ,3,3, , ,1,0.7043088,0.6492587
117790,2,1,2/8/2021,1,1,2,S,2,2,2,2, ,2,1,2, , ,2, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,2,2,2, , ,1,2,1,1,1,1,1,1,97,1,2,1,2,35,2,1,3,4,2,2,1, , , ,1, ,6,1, ,4,2, , ,2,2.2081386,2.0472725
117793,2,1,1/29/2021,1,17,5,U,2,2,2,2, ,2,2, , , ,2,2,2,2, ,2,2,1,I don't know how to use the computer, ,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , , ,1,1,1,1,3,2,2,2,0, , , ,2,69,3,2,4,3,1,2,1, , , ,1, ,1,3,2,1, , , ,1,0.5995854,1.3290373
117982,2,1,2/1/2021,1,48,1,R,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,1,2,2,2, , ,1, ,3,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,51,1,1,4,1,2,2,1,5, , ,4, ,7,3,1,3,2, , ,1,0.9232577,0.8399593
118142,2,1,1/26/2021,1,34,4,S,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,1,2,2,2,2, , , , ,2,2,2,2,3,1,2,1,1,2,1,1,1,6,1,1,1,1,46,1,1,8,1,2,2,1, , , ,1, ,9,3,2,6,3, , ,1,0.9176609,0.846304
118194,2,1,1/28/2021,1,40,4,S,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,3, ,1,2,2,2,2,3,3,2,1,1,1,1,2,30,1,2,1,1,51,1,1,3,1,2,2,1, , , ,1, ,4,3,1,3,2, , ,2,1.7410199,1.6380998
118393,2,1,1/28/2021,1,6,4,U,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2, , , , ,1,2,2, ,4,1,1,1,1,1,1,1,2,24,2,1,1,1,79,1,1,8,3,2,2,1, , , ,1, ,3,3,2,2,2, , ,2,0.3708016,0.4634886
118627,2,1,1/26/2021,1,26,1,R,2,2,1,1,4,2,2, , , ,2,2,2,2, ,1,2,1,dont want it,6,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2,1,3,3,3,2,2,2,2,2,0, , , ,2,64,5,2,5,1,2,2,1, , , ,1, ,6,1, ,5,5, , ,1,1.21674,1.0796238
118721,2,1,1/27/2021,1,47,4,U,2,1,1,1,2,1,1,3, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2,2,8,2,2,2, , ,2, ,2,2,2, ,2,1,1,1,1,1,1,1,2,98,2,1,1,1,55,1,2,5,3,2,2,1, , , ,1, ,10,5,1,2,2, , ,2,0.7695817,0.799702
118773,2,1,1/26/2021,1,23,2,S,2,1,1,1,4,1,2, , , ,1,2,9,2,1,1,2,2, ,3,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,1, ,4,2, ,2,3,2,2,8,1,2,1,2,2,1,1,2,2,1,73,3,2,3,3,1,2,1, , , ,1, ,4,2, ,1, , , ,2,0.9488504,1.2222229
118855,2,1,1/26/2021,1,12,3,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,1,1,2,2,2,1,3,2, ,2,2,2,2,3,1,1,1,1,2,2,1,2,30,1,2,2,2,50,1,2,6,1,2,2,1, , , ,1, ,8,1, ,2,2, , ,1,0.9164317,0.8189401
118914,2,1,2/1/2021,1,31,1,R,2,1,2,2, ,2,2, , , ,1,2,2,2,2,2,2,1,Not interested, ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2, ,3,8,8,3,3,2,2,2,2,1,2,2,1,82,5,2,4,3,1,2,1, , , ,1, ,8,1, ,1, , , ,1,0.4144898,0.7036994
118953,2,1,1/30/2021,1,39,5,S,2,2,1,1,3,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,3, , ,2,2,2,3,1,2,1,1,2,1,1,2,5,2,1,2,2,45,6,2,5,1,2,2,2, , , ,2, ,6,2, ,2,2, , ,1,1.5813408,1.3200716
119003,2,1,2/6/2021,1,37,3,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,2,2,2,2,2,2, ,3,1, ,1,2,2,1,2,1,1,1,1,1,1,1,2,0, , , ,2,61,1,2,3,4,2,2,2, , , ,2, ,3,3,2,2,2, , ,2,2.0882163,1.6149006
119058,2,1,1/28/2021,1,48,1,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,1,3,2,2, ,2,1,1,1,1,1,1,1,2,13,1,1,2,2,22,6,2,3,1,2,2,1, , , ,1, ,4,3,1,5,3, , ,2,1.9757046,1.7323261
119166,2,1,1/29/2021,1,26,2,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,1,1,2,1,2,1,2,2,2,2, ,2,2, ,3,2,2, ,1,2,1,1,1,1,2,1,1,0, , , ,2,40,1,1,4,2,2,2,1, , , ,1, ,10,3,2,4,3, , ,1,1.234324,0.9368026
119196,2,1,1/26/2021,1,50,1,R,2,1,1,2,4,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,2,3,2,1,1,3,1,1,2,96,1,2,1,1,75,1,2,3,3,2,2,1, , , ,1, ,10,3,8,3,9, , ,1,0.9078804,1.2404976
119204,2,1,1/26/2021,1,9,3,S,2,1,2,2, ,2,2, , , ,2,2,2,2, ,2,8,1,never use, ,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, , , ,2,8,8,1,2,2,2,2,0, , , ,1,70,3,2,3,3,2,2,3, , , ,3, ,1,3,8,1, , , ,2,1.8517753,1.7757562
119398,2,1,1/29/2021,1,34,4,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2, , ,2, ,3,2,2, ,2,1,2,1,1,2,1,1,1,10,2,1,2,1,44,3,1,6,1,2,2,1, , , ,1, ,4,3,2,3,1, , ,2,0.9233458,0.8418058
119534,2,1,2/2/2021,1,12,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,1,1,1,2,2,2,1,2, ,2,2,2,2,2,2,2,4,2,2,1,1,1,2,2,1,20,1,1,2,1,25,6,2,8,4,2,2,2, , , ,2, ,6,3,1,3,3, , ,2,0.9821171,0.7875964
119583,2,1,1/26/2021,1,12,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,2,2,1,2,2,2,2,2,2, ,3, , ,5,2,2,2,4,1,1,1,1,1,2,1,2,0, , , ,1,68,1,2,4,3,1,2,1, , , ,1, ,10,2, ,3,3, , ,2,0.6337868,0.7140825
119633,2,1,2/2/2021,1,17,1,R,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2, ,3,1,2,3,2,2, ,3,2,3,2,1,2,1,1,2,27,1,1,1,2,23,1,2,8,2,2,2,1, , , ,1, ,8,1, ,2,2, , ,2,1.1035516,0.7674975
119635,2,1,2/3/2021,1,48,5,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,2,2,1,2,2,1,1,2,1,1,3, , ,1,2,2,2,1,1,1,1,1,1,2,1,2,20,1,1,2,1,30,1,1,4,4,2,2,1, , , ,1, ,7,3,9,3,2, , ,2,1.6128112,1.3280488
119660,2,1,2/5/2021,1,6,2,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,5,3,2,2,2,2,2, ,4,2,2,2,1,2,1,1,1,10,1,1,2,1,33,6,2,6,1,2,2,1,2, , ,4, ,7,2, ,1, , , ,2,0.9236536,0.8321493
119796,2,1,2/4/2021,1,48,3,U,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,1,1,1,2,1,2, , ,2, ,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,46,1,1,8,1,2,2,1, , , ,1, ,7,3,9,5,2, , ,2,0.7355197,0.624599
119910,2,1,2/1/2021,1,36,2,R,2,1,1,1,5,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,1,2,1,1,1,2,2,1,0, , , ,1,46,1,1,3,1,2,2,1, , , ,1, ,5,3,8,4,2, , ,2,1.4246781,1.4524316
119932,2,1,2/6/2021,1,47,3,U,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2, , , , ,3,2,2, ,4,3,2,1,1,2,2,1,1,7,1,1,2,1,31,1,2,5,1,2,2,1, , , ,1, ,6,1, ,2,2, , ,2,1.6197416,1.2548401
120017,2,1,2/2/2021,1,53,2,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,1,2,1,2,2,2, , ,1, ,2,2,2,2,2,1,2,1,1,2,1,1,1,96,1,1,2,2,43,1,1,5,4,2,2,1, , , ,1, ,10,9,9,3,2, , ,2,1.0300371,0.8674946
120259,2,1,2/2/2021,1,51,5, ,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2, , ,2, ,1,2,2, ,4,9,8,9,8,9,2,1,2,1,1,2,2,1,43,1,1,99,99,9,9,9, , , ,9, ,10,9,9,9,9, , ,9,0.7840468,0.6575253
120286,2,1,1/26/2021,1,36,5,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2, ,2,2,2,3,1,2,2,1,2,3,1,2,2,1,27,1,2,6,1,2,2,1, , , ,1, ,7,2, ,2,2, , ,2,0.6911491,0.5760822
120293,2,1,2/2/2021,1,13,3,S,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,1,2,2,2, , , , , ,2,2,2,3,2,2,2,1,2,1,1,2,20,1,1,1,1,72,1,2,8,1,2,2,1, , , ,1, ,9,1, ,2,2, , ,1,0.3248272,0.4094218
120480,2,1,1/26/2021,1,36,5, ,2,1,1,1,3,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,4,3,3,3,3,8,1,1,2,0, , , ,1,99,1,2,99,1,2,9,9, , , ,9, ,10,9,9,1, , , ,2,0.3963289,0.4463487
121031,2,1,2/2/2021,1,55,5,U,2,2,1,1,1,1,2, , , ,1,1,2,2,1,1,2,2, ,3,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2, ,3,1,1,1,2, , ,2,1,2,1,1,2,1,1,1,0, , , ,2,23,4,1,4,4,2,2,1, , , ,1, ,2,1, ,3,1, , ,2,2.4596811,2.0122911
121183,2,1,2/1/2021,1,45,3,S,2,1,1,1,2,2,1,3, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,1,2,2,2, , , , ,3,2,2,2,3,2,2,2,1,2,1,1,1,0, , , ,1,47,3,2,5,1,2,2,1, , , ,1, ,7,3,1,2,2, , ,2,0.9205734,0.7667247
121275,2,1,1/29/2021,1,49,4,S,2,1,1,1,1,1,2, , , ,1,1,1,2,2,1,2,1,jobless homeless,6,2,2,1,1,1,2,2,1,2,1,1,2,1,1,2,2, , ,4, ,3,1, , ,2,1,1,1,1,1,1,1,2,5,1,2,2,1,37,1,1,8,4,2,2,1, , , ,1, ,6,3,1,5,2, , ,2,0.8392736,0.7033231
121301,2,1,2/2/2021,1,12,3,U,2,2,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,4, ,2,2,2,2,3,1,2,1,1,3,1,1,2,96,1,1,1,2,85,5,2,5,2,2,2,1, , , ,1, ,6,2, ,2,2, , ,2,0.8194304,1.2467397
121328,2,1,2/6/2021,1,51,5,S,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,1,2,2,1, , , , , ,2,2,2,3,1,1,1,1,1,2,1,2,50,1,2,2,1,70,1,2,8,1,2,2,1, , , ,1, ,9,3,2,2,2, , ,1,0.3234374,0.4333079
121342,2,1,1/28/2021,1,12,5,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2, , ,3, ,3,2,2, ,2,2,1,1,1,1,1,1,2,2,1,1,1,1,49,1,2,8,1,2,1,1, , , ,1,3,8,2, ,2,2, , ,2,1.0647554,0.8578907
121351,2,1,1/26/2021,1,18,5,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1, ,1,2,1, ,3,1,1,1,1,1,2,1,2,6,2,1,2,1,72,1,2,5,3,1,2,2,5, , ,4, ,3,2, ,2,2, , ,1,1.2998369,1.6318151
121361,2,1,2/6/2021,1,45,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,2,2,1,2,2,2,2,2,2, ,3, , ,1,2,2,2,3,1,1,1,1,1,1,1,2,5,1,1,1,1,70,1,2,8,1,2,2,1, , , ,1, ,8,3,1,2,2, , ,2,0.3478902,0.4094218
121362,2,1,2/5/2021,1,45,2,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,1,2,2,2, , ,1, ,4,2,2,2,4,2,1,1,1,2,2,1,2,6,1,2,2,1,66,1,2,8,3,2,2,1, , , ,1, ,7,3,2,2,2, , ,2,0.3110796,0.3946651
121399,2,1,2/3/2021,1,27,5, ,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1, , , , ,1,2,2, ,4,8,8,3,8,8,1,1,2,0, , , ,1,99,9,9,3,1,2,9,9, , , ,9, ,10,3,9,9,9, , ,2,1.2122385,1.1171435
121427,2,1,2/3/2021,1,8,3,S,2,1,1,1,1,1,2, , , ,1,2,1,1,1,2,2,2, ,3,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2, ,1,1,1,2,2, , ,3,2,2,1,1,1,2,2,2,3,1,2,2,1,30,1,1,3,1,2,1,1,7, , ,4,1,5,2, ,3,2, , ,2,1.4832708,1.1151083
121436,2,1,2/5/2021,2,6,5, ,2,2,2,2, ,2,2, , , ,2,2,1,1, ,2,2,1,not interested,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , , ,2,8,3,8,8,2,2,2,0, , , ,2,36,1,2,2,4,2,2,1, , , ,1, ,1,3,8,9,8, , ,2,2.4188933,2.0965159
121463,2,1,1/29/2021,1,37,1,U,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2, , , , ,5,2,2, ,3,1,2,1,1,1,2,1,2,3,1,2,1,1,66,1,2,7,3,2,2,1, , , ,1, ,10,2, ,2,2, , ,2,0.3110796,0.400566
121478,2,1,1/28/2021,1,24,2,R,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,1, , , , ,5,2,2,2,3,2,1,1,1,1,1,1,2,1,2,1,2,1,64,1,2,4,1,2,2,1, , , ,1, ,7,1, ,5,5, , ,1,0.6374311,0.6351438
121739,2,1,1/27/2021,1,48,1,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,1,2,1,2,2,1, , ,1, ,1,2,2, ,2,2,1,1,1,2,1,1,2,0, , , ,1,50,2,2,8,1,2,2,1, , , ,1, ,6,2, ,1, , , ,2,0.6545816,0.6110888
121766,2,1,2/1/2021,1,17,5,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,1,1,1,1,2,2, ,5,4, ,3,2,2,2,3,2,1,1,1,1,2,1,2,0, , , ,2,33,1,2,8,1,2,2,1, , , ,1, ,7,2, ,2,2, , ,2,1.3126502,1.0124383
121803,2,1,2/5/2021,1,6,5,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2, ,5,5, ,1,2,1, ,3,1,2,1,1,1,2,1,2,0, , , ,2,42,4,2,6,1,1,2,1, , , ,1, ,5,2, ,1, , , ,2,1.0258966,0.8238468
122120,2,1,2/4/2021,1,5,1,R,2,2,1,1,3,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,2, ,5,2,2,2,2,2,2,8,8,1,1,2,8,6,1,1,1,2,99,1,2,3,3,1,2,1, , , ,1, ,10,9,9,3,3, , ,1,2.2403654,2.1317968
122205,2,1,1/26/2021,1,33,1,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,1,2, , ,1, ,1,1,2,2,2,2,1,1,1,1,1,2,1,50,1,2,1,2,37,8,1,4,8,1,2,1, , , ,1, ,4,3,1,4,2, , ,1,1.0842876,1.053827
122273,2,1,2/3/2021,1,56,1,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,1,1,1,1,2,2,3,3, ,3,2,2,2,3,1,1,1,1,1,1,1,1,10,1,2,1,2,57,1,1,8,4,2,2,1, , , ,1, ,9,2, ,4,3, , ,2,0.6059635,0.6086443
122299,2,1,2/2/2021,1,47,1,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,4, ,5,2,2,2,2,3,1,2,1,1,1,1,2,3,1,1,2,2,56,1,2,6,1,2,2,1, , , ,1, ,8,1, ,2,2, , ,2,0.6342274,0.652543
122321,2,1,2/1/2021,1,6,1,R,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2, ,3,1,1,1,2,2, ,3,1,1,1,1,1,1,1,2,1,1,2,2,1,28,6,2,7,1,2,2,1, , , ,1, ,5,2, ,1, , , ,2,0.5614908,0.4449434
122470,2,1,2/5/2021,1,17,5,U,2,1,1,1,1,1,1,4, , ,1,8,1,1,1,1,2,2, ,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,3,4,5, ,1,2, , ,2,1,2,1,2,2,1,1,1,5,2,2,1,1,24,6,2,8,7,2,2,3, , , ,3, ,10,3,2,1, , , ,2,0.5530809,0.4694945
122567,2,1,1/28/2021,1,34,5,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1, , ,1,2,2, ,3,1,1,1,1,2,2,1,1,2,1,2,1,1,32,1,2,6,1,2,2,2, , , ,2, ,9,2, ,2,2, , ,2,1.0199995,0.7527477
122596,2,1,1/27/2021,1,45,3,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1, ,4,1,3,3,2,2, ,2,2,2,1,1,1,1,1,1,80,2,1,1,2,43,1,1,8,4,2,2,1, , , ,1, ,8,1, ,4,2, , ,2,1.0783614,0.8345769
122598,2,1,2/1/2021,1,13,1,R,2,2,1,1,1,1,1,1,1, ,1,1,1,2,2,2,2,2, , ,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,1,1, , ,3,1,2,1,1,2,2,1,2,0, , , ,2,38,2,2,2,6,1,2,2, , , ,2, ,2,4,8,2,2, , ,2,2.4596811,2.1482023
122661,2,1,1/27/2021,1,40,4,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,5,2,1, ,1,2,2, ,4,2,2,2,2,2,2,1,2,1,1,2,2,1,38,1,1,6,1,2,2,1, , , ,1, ,6,1, ,4,2, , ,2,0.8784198,0.7540506
122678,2,1,1/27/2021,1,53,2, ,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1, , , , ,3,2,2, ,3,1,1,1,1,1,1,1,1,2,1,2,2,1,40,1,1,6,1,2,2,1, , , ,1, ,9,3,1,5,2, , ,2,0.6533628,0.5585973
122680,2,1,2/1/2021,1,41,2,S,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,5,2,2,2,4,8,2,8,1,1,1,1,2,0, , , ,1,54,2,2,6,5,2,2,1, , , ,1, ,9,3,1,2,2, , ,1,0.5698423,0.5615821
